0,-9,251,0
1,-8,248,0
2,-8,250,0
3,-8,249,0
4,-8,251,0
5,-9,252,0
6,-9,248,0
7,-8,252,0
8,-9,253,0
9,-9,249,0
10,-9,249,0
11,-10,251,0
12,-11,252,0
13,-13,250,0
14,-16,240,0
15,-20,231,0
16,-25,220,0
17,-29,227,0
18,-27,222,0
19,-24,244,0
20,-20,230,0
21,-18,229,0
22,-13,232,0
23,-10,221,0
24,-9,259,0
25,-9,247,0
26,-10,245,0
27,-10,259,0
28,-11,276,0
29,-14,289,0
30,-12,280,0
31,-12,277,0
32,-25,317,0
33,-41,130,0
34,-51,100,0
35,-47,80,0
36,-39,118,0
37,-31,187,0
38,-28,212,0
39,-29,240,0
40,-32,238,0
41,-33,225,0
42,-30,234,0
43,-22,249,0
44,-14,249,0
45,-8,293,0
46,-9,254,0
47,-8,265,0
48,-9,253,0
49,-9,250,0
50,-14,245,0
51,-17,276,0
52,-16,281,0
53,-11,295,0
54,-17,324,0
55,-34,217,0
56,-44,151,0
57,-47,128,0
58,-42,126,0
59,-35,144,0
60,-30,148,0
61,-28,160,0
62,-30,40,0
63,-31,192,0
64,-31,223,0
65,-29,232,0
66,-21,246,0
67,-12,255,0
68,-6,258,0
69,-9,250,0
70,-11,249,0
71,-11,252,0
72,-11,254,0
73,-13,262,0
74,-14,345,0
75,-12,275,0
76,-15,305,0
77,-26,274,0
78,-39,138,0
79,-45,97,0
80,-43,102,0
81,-35,165,0
82,-28,207,0
83,-27,188,0
84,-29,485,0
85,-33,164,0
86,-31,225,0
87,-26,232,0
88,-18,235,0
89,-7,341,0
90,-7,265,0
91,-10,253,0
92,-9,254,0
93,-9,255,0
94,-10,251,0
95,-12,278,0
96,-13,315,0
97,-9,257,0
98,-12,321,0
99,-28,256,0
100,-43,139,0
101,-50,125,0
102,-49,101,0
103,-42,148,0
104,-35,170,0
105,-32,188,0
106,-29,211,0
107,-32,485,0
108,-36,316,0
109,-34,229,0
110,-29,229,0
111,-25,224,0
112,-16,255,0
113,-14,255,0
114,-13,257,0
115,-13,257,0
116,-14,242,0
117,-17,256,0
118,-19,233,0
119,-22,264,0
120,-21,302,0
121,-16,304,0
122,-30,220,0
123,-41,120,0
124,-44,122,0
125,-37,135,0
126,-33,169,0
127,-28,234,0
128,-19,251,0
129,-14,244,0
130,-12,271,0
131,-8,246,0
132,-6,294,0
133,-6,266,0
134,-7,248,0
135,-5,258,0
136,-5,251,0
137,-7,254,0
138,-7,242,0
139,-7,255,0
140,-8,240,0
141,-8,246,0
142,-7,249,0
143,-8,252,0
144,-8,254,0
145,-8,251,0
146,-8,247,0
147,-7,247,0
148,-7,250,0
149,-8,247,0
150,-7,244,0
